,Nombre del proyecto,Creador(a),Estatus,Ubicación (por estado),Descripción,Descripción (limpia),Palabras clave,Recaudado,Objetivo,Conteo de patrocinadores,Categoría
907,"Juego de cartas, Play Cards",Fer Lory,Fallido,Mexico,Juego de cartas con un bonito diseño mexicano,juego cartas bonito diseño mexicano,"['diseno', 'cartas bonito']",2098,26500,12,Juegos
908,Terciopelo Gris,Irving Torres Yllán,Exitoso,Distrito Federal,Un cortometraje que inice el camino en este mundo de cineNT.com. El corto habla de las obsesiones nos acosan.,cortometraje inice camino mundo cinentcom corto habla obsesiones acosan,"['obsesiones', 'inice camino']",38018,20000,11,Cine y video
909,El crimen - cortometraje sobre violencia de género,Estefania Castro Belmont,Exitoso,Distrito Federal,"Un cortometraje de titulación, de género Neo-Noir (Film Noir contemporáneo) sobre un asesinato y el dilema moral del investigador.",cortometraje titulación género neonoir film noir contemporáneo asesinato dilema moral investigador,"['titulacion', 'moral', 'genero']",30350,30000,11,Cine y video
910,CHARLAS / CONVERSATIONS,CHARLAS,Exitoso,Baja California,¿Piensas que has honrado a esa persona que fuiste que te hace ser lo que eres ahora?,piensas honrado persona hace ser ahora,"['honrado', 'hace ser']",25006,23000,11,Cine y video
911,3er Foro Internacional: Música para todos y para todo,Kodály México,Fallido,Baja California,"Encuentro interdisciplinario, intergeneracional y multicultural con el objetivo de que la música y el arte sean para tod@s",encuentro interdisciplinario intergeneracional multicultural objetivo música arte tods,"['interdisciplinario', 'musica arte']",17843,450000,11,Música
912,Arcade Party Vol. 2,Arcade Party MX,Fallido,Distrito Federal,"Segunda edición de Arcade Party en México. La fiesta más grande dedicada al gaming, comics, anime, jfashion y cultura pop asiática. 18+",segunda edición arcade party méxico fiesta grande dedicada gaming comics anime jfashion cultura pop asiática,"['edicion', 'cultura pop']",11350,130000,11,Música
913,NINGÚN RELOJ CUENTA ESTO,Abril Pineda,Fallido,Distrito Federal,Una obra coreográfica sobre la experiencia de la soledad y la búsqueda de la empatía en un contexto urbano.,obra coreográfica experiencia soledad búsqueda empatía contexto urbano,"['coreografica', 'empatia contexto']",9999,10000,11,Danza
914,Spasmos,Victoria Barmak,Fallido,Baja California,"La historia de Luisa, una joven obsesionada con su antigua amante, Samanta, y con la adicción de su amiga Julia.",historia luisa joven obsesionada antigua amante samanta adicción amiga julia,"['amiga', 'luisa joven']",9918,50000,11,Cine y video
915,Pinches Chamacos,Ale Nava,Fallido,Distrito Federal,Corto de titulación dirigido por Ale Nava,corto titulación dirigido ale nava,['titulacion dirigido ale'],9538,70000,11,Cine y video
916,Obra de teatro El Destripadero Veraz.,juan_pablo_h@hotmail.com,Exitoso,Jalisco,"Grupo de Teatro Dionisio, de Puerto Vallarta, está trabajando en su nuevo proyecto teatral del dramaturgo tapatío Jorge Fábregas.",grupo teatro dionisio puerto vallarta trabajando nuevo proyecto teatral dramaturgo tapatío jorge fábregas,"['jorge', 'teatro dionisio']",8618,8000,11,Arte
917,Mexican Legends: the Tradition Behind the Mask,Fabián Noyola,Fallido,Guanajuato,Highly detailed latex masks based on Mexican myths.  Each mask includes a booklet with concept art and the story behind the creature.,highly detailed latex masks based mexican myths mask includes booklet concept art story behind creature,"['masks', 'mask', 'art', 'detailed']",8600,85000,11,Arte
918,"""Salimos tocando""",Dorothy Naomi Torres Martín,Exitoso,Puebla,Cortometraje universitario que tiene como visión llegar participar en un festival internacional de cine.,cortometraje universitario visión llegar participar festival internacional cine,"['universitario', 'festival internacional']",7568,7500,11,Cine y video
919,Artosart: Nude Art & Smoke II,Artos Ravell,Exitoso,Guanajuato,"""Artosart Fotografía"": Nude Art & Smoke II",artosart fotografía nude art smoke ii,['fotografia nude art'],7248,2500,11,Fotografía
920,Icthus: Memorias escarlata,Jaasiel,Fallido,Distrito Federal,Un libro que cuenta más allá de una historia en un mundo lleno de mensajes ocultos. ¿Serás capaz de encontrarlos?,libro cuenta allá historia mundo lleno mensajes ocultos capaz encontrarlos,"['cuenta', 'capaz', 'alla']",6760,60000,11,Editorial
921,Man In Motion - Third Album,Man In Motion,Fallido,Distrito Federal,"Nuestro tercer album está en camino! Un downtempo más denso y profundo.\r
// \r
Our third album is coming! Deeper and Louder downtempo.",tercer album camino downtempo denso profundor r third album coming deeper louder downtempo,"['album', 'downtempo denso']",6720,60000,11,Música
922,¡Queremos entrar al RALLY 48 HFP!,Laura Emelia Jiménez,Exitoso,Distrito Federal,¡Necesitamos ayuda para entrar al rally 48 Hour Film Project y hacer un cortometraje en 48 horas!,necesitamos ayuda entrar rally hour film project hacer cortometraje horas,"['ayuda', 'hacer cortometraje']",6500,6500,11,Cine y video
923,Aprendiendo de nuestros errores,victor,Exitoso,San Luis Potosi,"Concientizar a todas las personas, para que los errores que cometemos nos sirvan como aprendizaje y buscar soluciones al problema.",concientizar todas personas errores cometemos sirvan aprendizaje buscar soluciones problema,"['soluciones', 'todas personas']",5800,5800,11,Editorial
924,Finalización del Álbum debut de Sense -Sense debut album,Gabriel Eduardo Paz,En curso,Mexico,El proyecto busca reunir fondos para solventar los gastos derivados del proceso de mezcla y masterización del álbum debut de Sense.,proyecto busca reunir fondos solventar gastos derivados proceso mezcla masterización álbum debut sense,"['debut', 'busca reunir']",5118,125000,11,Música
925,Historias Bajo el Librero,Patricia Anaya,Fallido,Nuevo Leon,"Una editorial aceptò imprimir, distribuir y promocionar mi libro, pero yo debo correr con los gastos de impresiòn de mil ejemplares.",editorial aceptò imprimir distribuir promocionar libro debo correr gastos impresiòn mil ejemplares,"['mil', 'acepto imprimir']",5059,70350,11,Editorial
926,El Hombre Perfecto,Fery Dvlz,Exitoso,Distrito Federal,"Cortometraje creado por estudiantes de Comunicación y Medios Digitales, en la materia de Realización Cinematográfica.",cortometraje creado estudiantes comunicación medios digitales materia realización cinematográfica,"['realizacion', 'creado', 'materia']",4818,3000,11,Cine y video
927,Vueltecita: Back to Legendary videos,Maia,Fallido,Distrito Federal,A video for my first single release,video first single release,['release'],4518,80000,11,Música
928,Aún no te vayas,Manuel Muñoz Valdez,Fallido,Distrito Federal,Cortometraje de Ficción II de la Escuela Nacional de Artes Cinematográficas (antes CUEC).,cortometraje ficción ii escuela nacional artes cinematográficas cuec,"['cinematograficas', 'nacional artes']",4038,60000,11,Cine y video
929,Pandemia. The Origin of Coronavirus,Eckehard Karsten Ramirez Torres,En curso,Baja California,Pandemia is a book which offers the reader a new and radical point of view of where might be the origin of new virus: Aliens,pandemia book offers reader new radical point view might origin new virus aliens,"['new', 'book', 'point']",3968,20000,11,Editorial
930,Las rolas de los Warnero.,WARNERO MX,Fallido,Nuevo Leon,"Estamos grabando nuestra primer producción musical con canciones escritas por nosotros, el proyecto se va a conformar por 10 sencillos.",grabando primer producción musical canciones escritas proyecto va conformar sencillos,"['primer', 'escritas', 'produccion']",3168,100000,11,Música
931,Nenas Latinas,Nenas Latinas,Fallido,Distrito Federal,"Hola amik del reggaetón, estamos pa servirle :) trabajando en un grupo de latin music justiciero <3 ayúdenos",hola amik reggaetón pa servirle trabajando grupo latin music justiciero ayúdenos,"['amik', 'justiciero', 'trabajando']",3118,20000,11,Música
932,MARÍAS: DISCRIMINACIÓN o BULLYING,YOSOYOHO,Fallido,Queretaro de Arteaga,Cortometraje que narra la historia de una mujer otomí que sufre bullying en distintos momentos de su vida académica.,cortometraje narra historia mujer otomí sufre bullying distintos momentos vida académica,"['narra', 'momentos vida']",2810,38000,11,Cine y video
933,Cómo hacer un barco,Itzel Barajas,Fallido,Jalisco,"Evento de recaudación de fondos, para solventar la estancia y estudios dentro del programa ""Eureka,laboratorio de circo"" en BS. AS.",evento recaudación fondos solventar estancia estudios dentro programa eurekalaboratorio circo bs,"['recaudacion', 'programa eurekalaboratorio']",2618,11300,11,Danza
934,Tobías en el Fin del Mundo,Colectivo de Teatro en Espiral,Fallido,Baja California,"Producción de la obra ""Tobías en el Fin del Mundo""\r
por el Colectivo Teatro en Espiral",producción obra tobías fin mundor colectivo teatro espiral,"['obra', 'colectivo teatro']",2300,50000,11,Teatro
935,*1992 CARTOONS* 15 STICKERS!,Nvbe,Exitoso,Queretaro de Arteaga,1992 cartoonns stickers,cartoonns stickers,['stickers'],1980,1000,11,Arte
936,On the ball,Luis González,Fallido,Distrito Federal,Challenges card game to play with your family or friends. / Juego de retos con cartas para convivencia familiar o con amigos.,challenges card game play family friends juego retos cartas convivencia familiar amigos,"['familiar', 'card game']",1947,120000,11,Juegos
937,Tus Ideas Infinitas Historias,Boris Rey Villegas Villanueva,Fallido,Baja California,"Una pagina para  crear historias, cuentos, novelas (tales) cortas mediante la combinación de varios elementos por parte de un usuario.",pagina crear historias cuentos novelas tales cortas mediante combinación varios elementos parte usuario,"['crear', 'elementos parte']",118,15000,11,Editorial
938,"Publicación del libro ""Acambay un pueblo eterno""",Edgar Serrano Pérez,Exitoso,Mexico,"Conseguir recursos que me permitan dar a conocer, en un producto editorial de calidad, la riqueza cultural e histórica de Acambay.",conseguir recursos permitan dar conocer producto editorial calidad riqueza cultural histórica acambay,"['historica', 'recursos permitan']",30118,25000,10,Editorial
939,Santiago Chacón - grabando mi segundo álbum de música,Santiago Chacón Morfín,Fallido,Baja California,Álbum no. 2,álbum,[],25610,75000,10,Música
940,Make 100: Magical Night Raven Metallic Thread Embroidery Art,María del Carmen De Urquijo Icaza,Fallido,Yucatan,"This project is a handmade embroidery which uses a special technique, combining metallic thread, pine wood, resin and some magic.",project handmade embroidery uses special technique combining metallic thread pine wood resin magic,"['handmade', 'wood resin']",17218,150000,10,Arte
941,LOLinalco,LOLinalco,Fallido,Distrito Federal,Un canal de sketches.,canal sketches,['sketches'],16968,130000,10,Cine y video
942,La Sentencia de los Cándidos,Patricia Lorena Hernández Colín,Exitoso,Puebla,Cortometraje universitario en el que se pretende explorar la mente humana desde el punto de vista de un trastorno mental.,cortometraje universitario pretende explorar mente humana punto vista trastorno mental,"['trastorno', 'universitario pretende']",15000,15000,10,Cine y video
943,Quickstarter: LucaniKami,Rafael Riego Alrich,Exitoso,Distrito Federal,Super high quality hand-made paper art by an industrial designer,super high quality handmade paper art industrial designer,"['high', 'art industrial']",14388,10000,10,Arte
944,Fanzine Season: Summer-Fall 2020,ZitrusStudio,En curso,Tabasco,"Oh god, it's zine season! This season includes: Beastars, Hanako-kun and Cookie Run! Choose your favourite!",oh god zine season season includes beastars hanakokun cookie run choose favourite,"['season', 'run choose']",13238,33000,10,Editorial
945,Nuevo Álbum: Mis Primeros Pasos,Juan Diego Paiz,Fallido,Distrito Federal,"Hola, soy Juan Diego Paiz, cantautor chapín (guatemalteco), ayúdenme a realizar uno de mis sueños: Mi primer Álbum",hola juan diego paiz cantautor chapín guatemalteco ayúdenme realizar sueños primer álbum,"['primer', 'juan diego']",10418,100000,10,Música
946,Treinta Grados Bajo Cero,Alexa Pardo,Exitoso,Nuevo Leon,¡Gracias por interesarte en nuestro proyecto!,gracias interesarte proyecto,['proyecto'],10048,10000,10,Cine y video
947,Plot Twist en el 48 Hour Film Proyect CDMX,Plot Twist - 48 HFP,Exitoso,Distrito Federal,Queremos recaudar un pequeño fondo para financiar los gastos de producción de nuestra participación en el 48 Hour Film Proyect de CDMX.,queremos recaudar pequeño fondo financiar gastos producción participación hour film proyect cdmx,"['proyect', 'recaudar', 'pequeno']",6553,6000,10,Cine y video
948,Binario - cortometraje de ciencia ficción/a Sci-fi shortfilm,Kike Olvera,Fallido,Distrito Federal,"Nina es secuestrada por la secta que lidera Hana,una máquina con el fin de utilizarla para llevar a sus seguidores al nirvana digital",nina secuestrada secta lidera hanauna máquina fin utilizarla llevar seguidores nirvana digital,"['secuestrada', 'seguidores nirvana']",5800,70000,10,Cine y video
949,¡GRITA FANNY!,Estela Williams,Exitoso,Baja California,"¡Grita Fanny! Trata sobre Fanny Mendelssohn, compositora, cantante y virtuosa del piano y su lucha para poder ser escuchada en el mundo",grita fanny trata fanny mendelssohn compositora cantante virtuosa piano lucha poder ser escuchada mundo,"['fanny', 'ser escuchada']",5703,3000,10,Teatro
950,#UnNuevoComienzo,Alberto Olivera,Exitoso,Baja California,Busco la oportunidad de un nuevo comienzo lanzando esta canción que siempre deseé compartir contigo.,busco oportunidad nuevo comienzo lanzando canción siempre deseé compartir contigo,"['oportunidad', 'desee compartir']",3361,3000,10,Música
951,Genoas Memories a fantasy graphic novel by Zil Foxxxil,Liz Herrera,Fallido,Baja California,A fantasy graphic novel about a group of guys that will reunite one more time the evil source that is threatening their lands again.,fantasy graphic novel group guys reunite one time evil source threatening lands,"['threatening', 'evil', 'graphic']",2758,35000,10,Cómic
952,Jabart: una opción natural para tu limpieza personal,Jabart,Exitoso,Sinaloa,Jabones naturales,jabones naturales,['naturales'],2596,2500,10,Artesanía
953,GRADUADOS DANZA 2017,Lore Azcona,Fallido,San Luis Potosi,Encuentro de Recien Graduados de Escuelas Profesionales de Danza Contemporánea  para favorecer el desarrollo profesional y laboral.,encuentro recien graduados escuelas profesionales danza contemporánea favorecer desarrollo profesional laboral,"['recien', 'desarrollo profesional']",2425,370000,10,Danza
