,Proyecto,Autor(a),País,Descripción,Recaudación,Porcentaje,Vistas,Colaboradores,Categoría
977,"DOCUMENTAL ""BRASCHI TV COLOR""",Revista META,Argentina,"Documental sobre el último reparador de televisores: Braschi. Con 96 años nos cuenta ""Si me dicen que me muero mañana, hago una fiesta""",14575,63,3700,51,Cine y video
978,LIBRO DOMA_17,Doma,Argentina,Libro retrospectivo de los primeros 17 años del colectivo artístico Doma.,24778,63,13400,146,Artes visuales
979,MENEA PARA MI A MAR DEL PLATA,cumbi,Argentina,"Queremos seguir contando esta historia y seguir visibilizando lo que se ignora MENEA PARA MÍ De Cumbi Bustinza a Mar del plata, verano 2019",6209,63,3500,17,Artes escénicas
980,LA GLORIA,Isabel Margarita Lobo,Chile,"Una experiencia que involucra actuación, proyecciones audiovisuales y música en vivo en bares de la capital.",16445,63,2700,28,Artes escénicas
981,CATERING. LA OBRA.,Catering. La obra.,Argentina,"Una jefa alcohólica, una cleptómana, una ex modelo, una chica de pueblo y una ex estrella de circo integran el catering que contrata Carola.",2065,63,5900,27,Artes escénicas
982,PRIMER CONCIERTO DE MILA!,Mila,Chile,"Voy a dar mi primer concierto el 14 de Septiembre en Santiago (y transmitido por Facebook Live), y necesito tu ayuda para hacerlo un éxito!",7150,62,1700,12,Música
983,"""OFRENDA"": 1º DISCO DE KUTANA",KUTANA,Chile,"Te invitamos a ser parte de nuestro primer disco""OFRENDA"". Colabora y juntos difundiremos las lenguas indígenas a través de la música.",10668,62,5000,25,Música
984,CUANDO SEA: ¡UNA COMEDIA WEB!,guijauregui,Argentina,"Una comedia para grandes, pero con chicos. Al fin y al cabo, nos pasan las mismas cosas.",24118,62,9700,50,Cine y video
985,"""LAS ÚLTIMAS MIRADAS""",Las Ultimas Miradas,Argentina,"Cortometraje a realizarse por alumnos de la carrera de Diseño de Imagen y Sonido. Adaptación del cuento ""Las Últimas Miradas"" de Imbert.",3039,62,9100,495,Cine y video
986,SERENDIPIA,UstedEstaAqui,Argentina,"Si la ciencia es una nueva religión, entonces, ¿Dios que pasaría a ser?, ¿una partícula inalterable presente en todo?, ¿Einstein su Mesías?",1023,62,3600,27,Artes escénicas
987,#INAKAYALVUELVE,sebastian hacher,Argentina,Junto a Revista Anfibia sigo la ruta de los prisioneros de la 'Campaña al desierto'. Bordo sobre sus fotos. Invito a bordar a otrxs.,8203,62,12100,29,Artes visuales
988,FETI,FETI,Argentina,Creemos en el trabajo en conjunto para acercar el arte a la comunidad en pos de generar participación popular e intercambio cultural.,2036,62,3800,12,Artes escénicas
989,"SUPERTRAPITO, GÉNESIS.",agusdibella,Argentina,"Esta es la historia del origen de Supertrapito, el títere de trapo que educó a cientos de chicos cuyos padres no estaban cerca.",8480,61,5600,39,Cine y video
990,MATRIA,ignacioandres,Chile,"Obra teatral inspirada en Javiera Carrera que pone en tensión la transversal decisión de ser o no ser madre, tanto de hijos como ideas.",26313,61,3000,18,Artes escénicas
991,TRASPLANTE DE ÓRGANOS,Magui Mancini,Argentina,En este momento 7927 personas en Arg esperan un órgano. Que éste llegue con la máxima calidad es crucial para la supervivencia del paciente.,7023,61,13700,23,Diseño
992,PÁJARO EN MANO,Pájaro en Mano,Argentina,Tres historias de amor que se convierten en tres historias sobre las historias de amor.,997,61,2200,7,Artes escénicas
993,"BELGRANO, UNA PELÍCULA PIRATA",Cine El Calefón,Argentina,Película sobre el Club Atlético Belgrano de Córdoba. Sobre la pasión de miles y la identidad de un barrio que hizo historia en la ciudad.,18984,61,27500,247,Cine y video
994,CRUCES EN LAS MANOS,nahuel.piscitelli,Argentina,"Intento transformar este disco. Por ahora, una idea, una imagen digital. Quiero poder imprimirlo para que lo tengamos en las manos.",5016,61,7900,34,Música
995,SUICIDADO: LA MUERTE DE NISMAN,bracesco,Argentina,Proyecto para la publicación de una novela policial sobre la muerte del fiscal Alberto Nisman.,2008,61,9300,36,Editorial
996,REVISTA EMPRENDE CULTURA,Recursos Culturales,Argentina,"Periodismo para artistas, gestores, emprendedores, organizaciones y proyectos culturales: información, experiencias, herramientas, debates.",9093,61,26100,256,Editorial
997,DOLER. CORTOMETRAJE.,LailaFilma,Argentina,DOLER es el primer cortometraje íntegramente producido por LailaFilma y queremos hacerlo a todo trapo. ¿Nos ayudás?,5003,61,16500,93,Cine y video
998,CUENTOS INFANTILES,Cuentos infantiles,Argentina,Colección de 3 libros de cuentos infantiles inspirados en los Derechos del Niño (cada libro tiene 2 cuentos). Con stickers para personalizar,20118,61,6100,42,Editorial
999,TACUMA JUGUETES UNPLUGGED,Pablo Jaralampakis,Argentina,"TACUMA es un emprendimiento de juguetes bajo la lógica del juego libre, sin reglas: basados en pedagogía Waldorf, Montessori y Pikler.",28497,60,6500,20,Juegos
1000,BELOVED FUTURE,Nómada Ediciones,Colombia,Libro de artista basado en una ficción autobiográfica de un verano en Nueva York y el comienzo de una editorial apasionada por lugares.,35673,60,17600,72,Artes visuales
1001,NIVEL X: TEMPORADA 2,Juan Arnone,Argentina,"NIVEL X de Marito Baracus, fue un programa de humor emitido en Youtube desde el 2009 hasta el 2014",9951,60,66100,52,Cine y video
1002,BRUJERÍAS (WYRD SISTERS),Rodrigo Pagano,Argentina,"Se trata de la primera representación en Argentina de Brujerías de Terry Pratchett, adaptada para escena por Stephen Briggs",17778,60,2600,32,Artes escénicas
1003,KALEWCHE: TEATRO EN TU BARRIO.,Teatronauta,Chile,"Ayúdanos a cumplir el objetivo de presentar la obra Kalewche en 5 comunas vulnerables de Santiago, así toda la familia disfrutará del teatro",34492,60,4800,55,Artes escénicas
1004,LA LEVINA - AGENDA ILUSTRADA 2,La Levina,Argentina,"¡Se va la segunda! Quiero diseñar, editar e imprimir la segunda agenda ilustrada con contenidos relacionados a la danza.",14248,60,4300,44,Editorial
1005,PITÁGORAS Y YO,edumus,Argentina,Pitágoras y yo trata de una historia de números y sonidos. Afinación y temperamento fueron los medios para conciliar física y música.,4539,60,2600,32,Editorial
1006,PRIMER ÁLBUM DE SERANIMA,Mechi,Argentina,"Somos SERANIMA y estamos preparando nuestro primer disco, pero necesitamos tu ayuda para poder financiarlo. ¡Tu aporte hace la diferencia!",25686,60,1200,52,Música
1007,IFIS Y YANTE: PROYECTO TEATRAL,Colectivo Artístico La Macorina,Chile,"Buscamos financiamiento para nuestro segundo montaje teatral, donde cuestionaremos el género como construcción social asociada al sexo.",8666,60,2500,24,Artes escénicas
1008,CORTOMETRAJE PREMONICIÓN,Rebeca Gutiérrez Campos,Chile,"Javier deberá luchar contra los prejuicios de Andrés sobre la masculinidad, para ganar su lugar en una comunidad campesina.",25598,59,5100,40,Cine y video
1009,UN PESITO PA' LAS GORDAS,Gordas,Argentina,"GORDAS, obra de teatro experimental estrenada en el 2015, fue seleccionada para participar del festival Expat Expo en Berlín.",4869,59,6600,41,Artes escénicas
1010,SÜD WOLLE A PURO DISEÑO!!,Celeste Keen,Argentina,"Diseñamos objetos para la casa en fieltro industrial, 100% lana de oveja. Son productos originales, ecológicos, lavables y perdurables.",1974,59,9100,22,Diseño
1011,GORDA,Lucas Villalba,Argentina,"Libro de imágenes y frases, hechas a mano. Que pueden ser intervenidas y compartidas con quienes gusten. Cargadas de militancia en el amor.",1948,59,6100,47,Diseño
1012,CALENDARIO SOLIDARIO,rsilvapobas,Argentina,Como amante de la fotogtrafia quiero armar un calendario 2017 con fotos y todo lo recaudado donarlo a una ONG que lucha contra el cancer,3905,59,3200,36,Artes visuales
1013,TAUMATROPOS - CORTOMETRAJE,micaalbanese,Argentina,Cortometraje curricular a filmarse en diciembre de 2017 por alumnos de la Universidad del Cine.,1565,59,2900,6,Cine y video
1014,LAS GÁRGOLAS,Diana Rogovsky,Argentina,"El propósito consiste en la creación de una producción escénica en danza y música, que retome un proceso de investigación previo.",1941,59,3400,23,Artes escénicas
1015,"VIDEO CLIP ""PIENSO""",Artica y las Magnéticas,Chile,Nos encontramos en la postproducción del video Pienso y para completar este proceso necesitamos de tu aporte.,25455,59,4400,37,Música
1016,VITALICIO,Bingo!,Argentina,Cortometraje de ficción realizado por un grupo de estudiantes de Diseño de Imagen y Sonido (FADU - UBA).,1918,58,6600,291,Cine y video
1017,TERRAMANOS,Lobo Negro Films,Colombia,Un documental de 24 minutos: El hombre y la naturaleza | 3 campesinos colombianos | 3 zonas climáticas | 3 modos de vivir | 1 solo país.,3511,58,7200,12,Cine y video
1018,PÁJAROS NEGROS-JENNIFER BARÓN,jenbaron,Argentina,"Quiero editar físicamente mi segundo disco, Pájaros Negros.",9556,58,8300,59,Música
1019,DAS MODELL,Diego Agurto,Chile,"Puesta en escena interdisciplinaria a estrenarse el 4 de Julio en Teatro Huemul, que profundiza en la relación Belleza / Mercado / Género.",16731,58,5200,24,Artes escénicas
1020,PRIMER DISCO DE CARAVACA!,Pablo Caravaca,Argentina,"Después de 2 años trabajando duro para llegar a editar nuestro primer disco, te pedimos que nos des un empujoncito final de rock brutal!",7497,57,15100,80,Música
1021,RELOJ SIN TIEMPO,Reloj sin tiempo,Argentina,Reloj sin tiempo es una propuesta pensada para tener lugar en Fuego Austral. Consiste en una estructura con forma de reloj de arena .,1879,57,1300,14,Diseño
1022,DANISA FAGAN,DANISA,Argentina,The World of Romance .Primer disco solista. Un collage atravesado por la sensibilidad del Jazz,3382,57,4000,17,Música
1023,"CORTOMETRAJE ""LA DESPEDIDA""",Ian Mendoza,México,Este es un cortometraje que empezó como un loco sueño y ahora pretende ser una realidad. Buscamos financiamiento para poder llevarlo a cabo.,2000,57,2100,8,Cine y video
1024,VIAJE USTED | ECOLECUÁ,Lucho,Argentina,Somos una murga estilo uruguaya y estamos terminando nuestro primer espectáculo. ¿Nos ayudás?,9379,57,2800,33,Música
1025,LAS 4 ESTACIONES SANTIAGUEÑAS,Ezequiel Infante,Argentina,"""Las 4 estaciones santiagueñas"" es una obra integral compuesta por 11 temas. Esta obra evoca impresiones sobre la cultura santiagueña.",5605,57,4000,63,Música
1026,"""MAMÁ"" DE BORIS FILMS",Boris,Argentina,"Cuando se rompe lo cotidiano, llegan las cenizas. La incomprensible muerte de una madre. Cortometraje live action sobre el duelo.",2353,57,2800,9,Cine y video
1027,"""CAMILLE"" - CORTOMETRAJE",Cadaeic & Loewensberg,Argentina,Un cortometraje que narra el drama familiar que surge durante el periplo de Lucía por cumplirle una promesa a su hija Camille.,5654,57,4900,24,Cine y video
1028,PROYECTO L,RealizacionesArs,Argentina,Es la introducción a una saga de ficción acerca de un conflicto entre antiguas entidades desarrollándose en la actualidad.,931,57,4300,14,Cine y video
1029,FIESTA NIBIRU,FIESTA NIBIRU,Uruguay,"Largometraje de ciencia ficción, terror y humor negro de Manuel Facal, director de ""Relocos y Repasados"" y ""Achuras 2""",16860,57,11600,39,Cine y video
1030,NEPTUNIA,NEPTUNIA,Uruguay,Neptunia es una película episódica de comedia/ciencia ficción escrita por algunas de las mentes detrás del programa de humor Finoli Finoli,33299,57,21500,51,Cine y video
1031,COMICO Y MUSICAL SHOW DE HUMOR,Best Buddies Argentina,Argentina,Cómico Y Musical es un espectáculo humorístico con un elenco conformado por artístas con y sin discapacidad intelectual.,7516,57,8500,51,Artes escénicas
1032,OCTUBRE,Cortometraje Octubre,Argentina,"Un taller mecánico, una mujer, una niña. Un encuentro entre dos historias de opresión. Una historia sobre la libertad.",4729,57,5700,252,Cine y video
1033,"""FUERA DE CASA"" - NUEVO DISCO!",Julian Hernandez,Argentina,Ayudenme a imprimir mi nuevo album!,1301,56,6300,81,Música
1034,IN CRESCENDO CUARTETO,increscendocuarteto,Argentina,El cuarteto IN CRESCENDO ha sido convocado a una gira de conciertos en España durante Septiembre/Octubre 2013 y necesita de tu apoyo!,3693,56,8100,35,Música
1035,"ÁLBUM SOLISTA ""DIGITAL CITY"".",KokeBenavides,Chile,"Recaudación de fondos para la realización de copias, arte y masterización de mi primer álbum solista de 8 tracks.",21908,56,6900,39,Música
1036,LILI ROSSI - CANCIONES PROPIAS,Lili Rossi,Argentina,"Después de tantos años como intérprete, me econtré con la composición en este puñado de canciones que ahora, con tu ayuda, quisiera grabar.",12092,56,1900,36,Música
1037,PUBLICACIÓN LIBRO BUDISTA,Mario Sandoval,Chile,"Publicación del Libro What is Buddhism Qué es Budismo, del Ven.Wangchuk Dorjee Negi, traducido al español en Centro de Meditación Sidharta",19448,56,4900,23,Editorial
1038,2DO DISCO DE MALABARES ROCK,MALABARES ROCK,Argentina,"Con tu ayuda vamos a financiar el lanzamiento de nuestro próximo disco ""Lenguaje Universal"". https://www.youtube.com/watch?v=4j84fP7gZrc",6490,56,5200,77,Música
1039,"FILL KOLOR ""LUMEN"" 5.1",Fill Kolor,Argentina,"FILL KOLOR va a grabar un disco con la novedosa técnica 5.1 sonido envolvente para presentar en el ciclo ""Astral Musica a Ciegas""",7386,56,11300,38,Música
1040,7MO PRISMA QUIERE SU VIDEOCLIP,7mo Prisma,Argentina,"Amigxs, buscamos lograr el primer videoclip de la banda para acompañar el lanzamiento del nuevo single ""De Mi"".",11111,56,1400,57,Música
1041,NOCHES EN VELA,Sr.Jose,Argentina,Cortometraje de Tesis para la carrera de Dirección de Cine en el Centro de Investigación y Experimentación en Video y Cine (CIEVYC).,3333,56,4900,16,Artes visuales
1042,CORTOMETRAJE REVÉS,teresa martino,Argentina,Un adolescente que sufre bullyng en la escuela y una fuerte opresión dentro de su familia descubre que un compañero está enamorado de él.,1846,56,13000,12,Cine y video
1043,AYUDA A KENNEK CON SU DISCO!,Mike Murdocca,Argentina,"Contando los minutos para entrar al estudio, es el momento exacto de ayudar para a KENNEK y tener el disco en tus manos!",3642,55,5200,498,Música
1044,AUTUMN MOONLIGHT: PASSENGERS,autumnmoonlight,Argentina,"Somos un banda de Post-Rock Progresivo, de Buenos Aires, Argentina. Finalizamos la grabación nuestro 3er Disco! Y necesitamos tu ayuda!",3636,55,4500,26,Música
1045,LAS VÍAS DE LA HERIDA,Leandro Gil,Argentina,"Amor, soledad, muerte, vida, amistad y resiliencia. Una historia real y etérea, nacida en el salto de cabeza a las vías de la herida.",9085,55,12200,84,Editorial
1046,KAHAGAK (CAMINO),Kahagak documental,Argentina,Kahagak es un largometraje documental independiente sobre la lucha de los pueblos originarios por sus derechos sobre la tierra que habitan.,5487,55,10800,64,Cine y video
1047,PROYECTO YELLE CORTOMETRAJE,mbelenbanega,Argentina,"Dos hermanas, un padre y una relación atravesada por lo más salvaje de la naturaleza.",2884,55,9800,37,Cine y video
1048,TROVUNTIVITIS 20 AÑOS,Documental Trovuntivitis,Argentina,La Trovuntivitis cumple 20 años. Este documental te cuenta cómo es la trova cubana del siglo XXI.,16422,55,10200,85,Cine y video
1049,LO QUE NOS QUEMA,MagnoliaCine,Argentina,"""Los que nos quema"" es un cortometraje en desarrollo producido por Magnolia Cine, conformado por estudiantes de Diseño de Imagen y Sonido.",3627,55,14800,18,Cine y video
1050,QUE NO SE ACABE EL SHOW,OTRO PLAN films,Argentina,"""Que no se acabe el Show"" busca homenajear al fallecido cantante e indagar en su más grande logro: llegar al corazón de las personas.",5474,55,7200,28,Cine y video
1051,¡5TA DEL LOBO GRABA NUEVO EP!,5ta del Lobo,Argentina,Vos podés colaborar en la grabación del nuevo material discográfico de 5ta del Lobo,7092,54,1800,29,Música
1052,VINILO DEBUT BENJAMIN VE :),Benjamin Ve,Chile,"Soy Benjamin Ve, músico independiente. Ayúdame a hacer mi primer álbum en vinilo para entregártelo y agradecerte personalmente.",22452,54,1200,23,Música
1053,PRIMER DISCO DE TERRÍCOLA.,Ramiro Vivanco,Argentina,"Terricola (primera parte), es un disco de 8 canciones grabado de manera totalmente independiente y autogestionada.",2239,54,2100,10,Música
1054,PRESENTAMOS NUESTRO PRIMER CD!,BABEL ORKESTA,Argentina,SOMOS UNA COMPAÑIA QUE COMBINA LA MUSICA Y EL TEATRO. PRESENTAMOS NUESTRO CD Y QUEREMOS PRODUCIRLO CON TODO. AYUDANOS A CUMPLIR EL SUEÑO!,6044,54,9500,53,Música
1055,LA METTRIE CORTOMETRAJE,La Mettrie,Argentina,"Hola, somos tres realizadores audiovisuales, con una muy buena historia entre manos y muchas ganas de contarla :)",3037,54,11400,444,Diseño
1056,LOS RESTOS DE LA NAVIDAD,Triedro Producciones,Argentina,Obra de teatro de Triedro Producciones. Necesitamos juntar fondos para financiar el montaje de la misma.,1608,54,5500,203,Artes escénicas
1057,LA EDAD DE ORO,Florencia Fossati,Argentina,"A los 100 años, Renée sueña con nuevos proyectos y nos comparte su receta para vivir plenamente.",33020,54,3200,41,Cine y video
1058,5TA DEL LOBO GRABA 2DO DISCO,5ta del Lobo,Argentina,Proyecto para la grabación del segundo disco de estudio de 5ta del Lobo.,7095,54,10100,429,Música
1059,IVANKA CORTOMETRAJE,Ivanka Shortfilm,Chile,Ivanka es un cortometraje ficción post-apocalíptico que reflexiona sobre el rol del ser humano en la destrucción del planeta tierra.,30517,53,4600,46,Cine y video
1060,REINA DE CORAZONES,Reina de Corazones,Argentina,REINA DE CORAZONES es un documental acerca de una Cooperativa de teatro formado por chicas travestis y trans.,16074,53,25300,2469,Cine y video
1061,LA ENCOMIENDA,Leo Astudillo,Chile,"Un hombre es presentado con la oportunidad de redimirse, pero la cobardía es la opción más segura.",15301,53,1600,18,Cine y video
1062,SÉ PARTE DEL GUARDIÁN DEL RAYO,Marcelo,Argentina,"¿Me ayudas a publicar el primer volumen intitulado EL LEGADO, el cual forma parte de una apasionante trilogía?",703,53,3700,7,Editorial
1063,NUEVO DISCO DE EDU SCHMIDT,eduschmidt,Argentina,"Quiero editar mi segundo disco solista, Chocho! en formato CD y para eso necesito la colaboración de todos ustedes.",1761,53,10300,29,Artes escénicas
1064,TRINA LA DIUCA (2º DISCO),Trina la diuca,Argentina,Trina la diuca se encuentra grabando su segundo disco. A partir ahora necesitamos de tu ayuda para poder concretar nuestro proyecto!,8693,53,3500,74,Música
1065,"""UN OJO EN LA PARED""",ACaro,Chile,Documental sobre el proceso de grupo que atraviesan jóvenes actores al estudiar las técnicas de Sanford Meisner por primera vez en Chile,90092,52,7600,56,Artes escénicas
1066,FRUTA Y MARAVILLA 2.0,Fruta y Maravilla,Argentina,"Llega una nueva tanda de libros de la editorial Patas de Cabra. Esta vez, hay poesía, relatos y novela. ¡Sumate!",27239,52,3100,133,Editorial
1067,TEATRO POR EL MONDO,Gaston Dubini,Argentina,Somos un grupo de teatro que recorre Latinoamérica desde marzo. Nos restan dos meses de compartir nuestro trabajo. ¿Nos ayudas?,7811,52,11700,48,Artes escénicas
1068,MÁS CIELO QUE OTRA COSA,Matías García,Argentina,"Palabras a la intemperie, inclemencias climáticas y un refugio de papel.",3768,52,5600,56,Editorial
